cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Vinitha20251628,2025,ARTICLE,Predictive machine learning for smart grid demand response and efficiency optimization,International Journal of Power Electronics and Drive Systems,10.11591/ijpeds.v16.i3.pp1628-1636,out,reject,,machine learning; random forest; gradient boosting; support vector; regression model,optimization,smart grid,,,,,,,,,
Shaha20263,2026,ARTICLE,Advanced optimization strategies for resilient and cost-efficient hydrogen-based AC/DC microgrids with integrated RES and BESS,Energy Storage and Saving,10.1016/j.enss.2025.05.010,A,accept,gaussian process,neural network; machine learning; convolutional neural,optimization; optimisation; dispatch; mixed integer; multi-objective; model predictive,energy system; sector coupling; microgrid; renewable energy; energy dispatch,approximate,,diamond,,2,21,Microgrid Control and Optimization,0,low
Han2025,2025,ARTICLE,Optimizing the life cycle costs in the dynamic renewal of rural settlements aiming at zero-carbon emissions,Sustainable Cities and Society,10.1016/j.scs.2025.106990,A,accept,surrogate,,optimization,energy system; renewable energy,computation time; surrogate,,closed,,,56,Integrated Energy Systems Optimization,0,low
Zouloumis2026,2026,ARTICLE,Thermal load prediction using surrogate models in district heating systems,Advances in Building Energy Research,10.1080/17512549.2025.2612103,A,accept,surrogate,,optimization,district heating,computational cost; surrogate,load forecasting,closed,,1,47,Integrated Energy Systems Optimization,0,low
Kanti2026,2026,ARTICLE,Application of predictive models and thermal enhancement of phase change material with multi walled carbon nanotubes–Al2O3 hybrid nanoparticles,Journal of Energy Storage,10.1016/j.est.2026.120665,out,reject,,machine learning; gradient boosting; xgboost,optimization,energy system; renewable energy,,,,,,,,,
Li2025,2025,ARTICLE,Hydraulic transient-aware day-ahead dispatch of hydro-wind-solar hybrid energy system,Energy,10.1016/j.energy.2025.139217,A,accept,surrogate; radial basis function,neural network,optimization; dispatch,energy system,approximate; accelerate; surrogate,,closed,,3,48,Integrated Energy Systems Optimization,0,low
Mishra2026,2026,ARTICLE,Multi-objective optimization of stereolithography-pressureless sintering for fabrication of hierarchical porous current collector for lithium batteries,International Journal on Interactive Design and Manufacturing,10.1007/s12008-026-02530-8,A,accept,response surface; response surface methodology,,optimization; optimisation; multi-objective,smart grid,approximate,,hybrid,https://link.springer.com/content/pdf/10.1007/s12008-026-02530-8.pdf,,43,Advancements in Battery Materials,1,low
Yurtseven20262235,2026,ARTICLE,Congestion Management Through Stochastic Optimal Transmission Switching in Hybrid AC/DC Grids Considering Continuous Non-Gaussian Uncertainty,IEEE Transactions on Power Systems,10.1109/TPWRS.2025.3648549,A,accept,polynomial chaos,,optimization; dispatch; optimal power flow; stochastic programming,power system; optimal power flow; renewable energy,,,closed,,,,Electric Power System Optimization,0,low
özüpak2025,2025,ARTICLE,Real-time detection of photovoltaic module faults using a hybrid machine learning model,Solar Energy,10.1016/j.solener.2025.114014,out,reject,,machine learning; random forest; gradient boosting; regression model,optimization,energy system; renewable energy,,fault detection,,,,,,,
Kaur2026,2026,ARTICLE,Adaptive machine learning based protection scheme for DER-rich distribution systems using operating time dataset analysis,Engineering Research Express,10.1088/2631-8695/ae49ec,out,reject,,neural network; deep learning; machine learning; random forest; convolutional neural,optimization,power system; electric power system; power grid,,,,,,,,,
Franzoso2025,2025,ARTICLE,Deep reinforcement learning as a tool for the analysis and optimization of energy flows in multi-energy systems,Energy Conversion and Management,10.1016/j.enconman.2025.120095,A,accept,learning to optimize,deep learning,optimization; optimisation,energy system; multi-energy; renewable energy; combined heat and power; heat pump,,,hybrid,,11,46,Integrated Energy Systems Optimization,0,medium
Ji2026,2026,ARTICLE,Integrated Wind-Solar-LNG system for green liquefied hydrogen and multi-energy supply: Techno-Economic-Environmental analysis and data-driven ANN-GA optimization,Fuel,10.1016/j.fuel.2026.138864,A,accept,surrogate,neural network,optimization; multi-objective,energy system; multi-energy; integrated energy,surrogate,,closed,,,62,Hybrid Renewable Energy Systems,0,low
Yi2026131,2026,ARTICLE,Ultra-short-term Forecasting Study of Power Load in Mega Steel Industry Based on Multi-stage Modeling,Recent Patents on Mechanical Engineering,10.2174/0122127976360100241221192728,out,reject,,deep learning; random forest; xgboost; lstm,optimization,power system,,load forecasting,,,,,,,
Gavriluta202633,2026,ARTICLE,Scalable Framework for Real-Time Validation of Large-Scale Smart Grid Applications: Toward End-to-End Automation of Cyber-Physical Testbeds,IEEE Industrial Electronics Magazine,10.1109/MIE.2025.3643544,out,reject,,,dispatch; optimal power flow,energy system; optimal power flow; smart grid; power grid,,,,,,,,,
Rasouli20252049,2025,ARTICLE,"Very Short-Term Class-Based Residential Load Forecasting: An Ensemble of Statistical, ML and DL Models with Cyclical Feature Engineering",Iranian Journal of Science and Technology - Transactions of Electrical Engineering,10.1007/s40998-025-00845-y,out,reject,,deep learning; machine learning; gradient boosting,,power system,,load forecasting,,,,,,,
Wang2026,2026,ARTICLE,Optimization strategy of distribution network based on optimal gaussian process regression under multiple uncertainties,Electric Power Systems Research,10.1016/j.epsr.2025.112106,A,accept,gaussian process,,optimization; dispatch,power system; renewable energy,,load forecasting,hybrid,,,18,Advanced Control Systems Optimization,0,low
Liao2026,2026,ARTICLE,Fault Identification Method for Distribution Networks Based on Time–Frequency Spatial Fusion Matrix,IET Smart Grid,10.1049/stg2.70079,out,reject,,gradient boosting; xgboost,optimisation,power system; smart grid; power grid,,fault diagnosis; fault detection,,,,,,,
Zou2025,2025,ARTICLE,Hierarchical optimal scheduling of electricity-hydrogen integrated energy systems via collective neurodynamic optimization,Applied Energy,10.1016/j.apenergy.2025.126408,A,accept,surrogate,neural network; learning-based; recurrent neural,optimization; scheduling; mixed-integer; mixed integer; multi-objective; bilevel,energy system; integrated energy,accelerate; surrogate,,closed,,4,50,Integrated Energy Systems Optimization,0,low
Li20259177,2025,ARTICLE,A Locational Marginal Price Decoupling Forecasting Method Based on Evolutionary Learning Improved Stacking; [基于演化学习改进 Stacking 集成方式的节点边际电价解耦预测方法],Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.241132,out,reject,,neural network; support vector,optimization; optimisation,power system,,price forecasting,,,,,,,
Safari2025,2025,ARTICLE,A two-stage spatio-temporal flexibility-based energy optimization of internet data centers in active distribution networks based on robust control and transformer machine learning strategy,Sustainable Computing: Informatics and Systems,10.1016/j.suscom.2025.101214,out,reject,,machine learning; gradient boosting; xgboost,optimization; robust optimization,power system; renewable energy; combined heat and power,,,,,,,,,
Liu2026,2026,ARTICLE,Configuration and Applicability Boundary Analysis of Fuel Cell Hybrid Power Systems for Multi-rotor Unmanned Aerial Vehicles,IEEE Transactions on Transportation Electrification,10.1109/TTE.2026.3686775,A,accept,surrogate; surrogate-assisted,,optimization,power system,surrogate,,closed,,,,Advanced Aircraft Design and Technologies,0,low
Zhang2025,2025,ARTICLE,Research on Hybrid Optimization Prediction Models for Photovoltaic Power Generation Under Extreme Climate Conditions,Electronics (Switzerland),10.3390/electronics14224475,B,candidate,,neural network; random forest; lstm,optimization; optimisation; scheduling,power system; electric power system,approximate,,,,,,,,
Xu2026,2026,ARTICLE,Random forest-based speed forecasting and carbon capture optimization for shipboard integrated energy systems,Energy Conversion and Management: X,10.1016/j.ecmx.2025.101467,out,reject,,random forest,optimization; dispatch; economic dispatch,energy system; multi-energy; integrated energy; economic dispatch,,,,,,,,,
2026,2026,ARTICLE,"15th REHVA HVAC World Congress, CLIMA 2025",Lecture Notes in Civil Engineering,,A,accept,metamodel,,optimization,energy system; renewable energy; heat pump,,,,,,,,,
Cao2025,2025,ARTICLE,Daily Peak Load Prediction Method Based on XGBoost and MLR,Applied Sciences (Switzerland),10.3390/app152011180,out,reject,,gradient boosting; xgboost,optimization,power system; power grid,,load forecasting,,,,,,,
Wang2026,2026,ARTICLE,Multi-objective joint optimization for methanol reforming hydrogen fuel cell hybrid power system on a tugboat,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2026.153639,A,accept,surrogate,random forest,optimization; multi-objective; multi objective; pareto,power system,surrogate,,closed,,4,61,Hybrid Renewable Energy Systems,0,low
Zhang20258431,2025,ARTICLE,A Method for Quantifying Frequency Regulation Capacity Requirements Based on Credible Prediction of Fluctuation Extremum in the Dispatch Period; [基于调度时段内波动极值可信预测的调频容量需求量化方法],Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.240898,A,accept,gaussian process,,dispatch; scheduling; chance constraint,power system; power grid,,,,,,,,,
Wu2026,2026,ARTICLE,Carbon Emission Meta-block Assisted Process Optimization for Tensile Properties and Carbon Efficiency in Laser Butt Welding,International Journal of Precision Engineering and Manufacturing - Green Technology,10.1007/s40684-025-00808-y,A,accept,metamodel; meta model,,optimization; optimisation; pareto,multi-energy,,,closed,,,61,Welding Techniques and Residual Stresses,0,low
Soltani-Gerdefaramarzi2025,2025,ARTICLE,Improved shark optimization algorithm-composite radial basis function neural network: a new version of the RBFNN model for forecasting monthly solar radiation,Results in Engineering,10.1016/j.rineng.2025.106339,A,accept,radial basis function,neural network; random forest,optimization; optimisation,energy system,,,gold,,4,42,Plant and fungal interactions,0,low
Wang2025,2025,ARTICLE,Sustainable development study of biomass new energy in rural buildings based on LCA-emergy-carbon footprint and machine learning methods,Energy for Sustainable Development,10.1016/j.esd.2025.101811,B,candidate,,machine learning; random forest,optimization,energy system,approximate,,,,,,,,
Li2025,2025,ARTICLE,The optimization of biomass production forecasting via machine learning techniques,"Signal, Image and Video Processing",10.1007/s11760-025-04540-7,A,accept,gaussian process,machine learning,optimization,energy system; renewable energy,,,closed,,1,27,Forest Biomass Utilization and Management,0,low
Sorochynskyi2026109,2026,ARTICLE,STATE OF HEALTH (SOH) ESTIMATION FOR EMBEDDED BATTERY MANAGEMENT SYSTEMS: A COMPARATIVE ANALYSIS OF COMPUTATIONALLY EFFICIENT METHODS; [ОЦІНКА СТАНУ ПРАЦЕЗДАТНОСТІ (SOH) ДЛЯ ВБУДОВАНИХ СИСТЕМ КЕРУВАННЯ БАТАРЕЯМИ: ПОРІВНЯЛЬНИЙ АНАЛІЗ ОБЧИСЛЮВАЛЬНО ЕФЕКТИВНИХ МЕТОДІВ],Vidnovluvana Energetika,10.36296/1819-8058.2026.1(84).109-115,out,reject,,machine learning; random forest; support vector,optimization,microgrid; renewable energy,,,,,,,,,
Lim2025,2025,ARTICLE,Power System Decision Making in the Age of Deep Learning: A Comprehensive Review,Energies,10.3390/en18184867,A,accept,surrogate; learning to optimize,neural network; deep learning; learning-based,optimization; dispatch; unit commitment; economic dispatch; optimal power flow,power system; unit commitment; economic dispatch; optimal power flow,approximate; replace; surrogate,,gold,,3,235,Energy Load and Power Forecasting,0,high
