cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
Xu2026,Xu2026,doi,10.1016/j.applthermaleng.2025.129018,2026,Experimental study on start-up and thermal performances of ultra-maximum hydraulic diameter pulsating heat pipe with varying evaporator-to-condenser length ratios,Applied Thermal Engineering,10.1016/j.applthermaleng.2025.129018,surrogate_esm_tier_a
Paranthagan2026,Paranthagan2026,doi,10.1080/00207217.2026.2630814,2026,Performance analysis of high voltage extended boost (HVX-B) converter with optimised MPPT control for PV-Grid application,International Journal of Electronics,10.1080/00207217.2026.2630814,surrogate_esm_tier_a
Vo2025,Vo2025,doi,10.1016/j.apenergy.2025.126336,2025,Forecasting and surrogate models-based MINLP for long-term integrated design and planning of power-to-methanol,Applied Energy,10.1016/j.apenergy.2025.126336,surrogate_esm_tier_a
Zhang2025__2,Zhang2025,doi,10.3390/drones9100718,2025,Rapid Optimal Matching Design of Heterogeneous Propeller Propulsion Systems for High-Altitude Unmanned Airships,Drones,10.3390/drones9100718,surrogate_esm_tier_a
Zou2026,Zou2026,doi,10.3390/en19030842,2026,Stackelberg Game-Based Two-Stage Operation Optimization Strategy for a Virtual Power Plant: A Case Study,Energies,10.3390/en19030842,surrogate_esm_tier_a
Chung2026,Chung2026,doi,10.1016/j.ress.2026.112511,2026,Data-driven co-design of power distribution networks for resilience enhancement through graph neural network aided performance estimation,Reliability Engineering and System Safety,10.1016/j.ress.2026.112511,surrogate_esm_tier_a
Xu2026__2,Xu2026,doi,10.1016/j.segan.2026.102144,2026,Utilization of machine learning approaches for enhancing sustainability of electric vehicles with optimization of lithium-ion battery health status,"Sustainable Energy, Grids and Networks",10.1016/j.segan.2026.102144,surrogate_esm_tier_a
Zhou2025,Zhou2025,doi,10.1016/j.egyai.2025.100649,2025,Scenario generation via moments-informed normalizing flows for stochastic optimization of local energy markets,Energy and AI,10.1016/j.egyai.2025.100649,surrogate_esm_tier_a
Taki2025,Taki2025,doi,10.1016/j.biombioe.2025.108322,2025,Data-driven modeling and optimization of Higher Heating Value in biomass feedstock for enhanced bioenergy production,Biomass and Bioenergy,10.1016/j.biombioe.2025.108322,surrogate_esm_tier_a
Di Vito2026,Di Vito2026,doi,10.1016/j.epsr.2026.113071,2026,"Learning to optimize meets neural-ODE: Real-time, stability-constrained AC OPF",Electric Power Systems Research,10.1016/j.epsr.2026.113071,surrogate_esm_tier_a
Yan2025,Yan2025,doi,10.1016/j.psep.2025.107693,2025,Optimization of sandwich panels with multi-layer aluminium foam for explosion-prevention converter transformer turrets,Process Safety and Environmental Protection,10.1016/j.psep.2025.107693,surrogate_esm_tier_a
Chu2026,Chu2026,doi,10.1016/j.applthermaleng.2026.130957,2026,Data-driven robust optimization of coal mine integrated energy system considering coal-energy-carbon coupling,Applied Thermal Engineering,10.1016/j.applthermaleng.2026.130957,surrogate_esm_tier_a
Mittal20261080,Mittal20261080,doi,10.1109/icears67481.2026.11416721,2026,Trust-Aware Safe Reinforcement Learning and Graph Neural Surrogates for Real-Time Power Grid Management,"Proceedings of 4th International Conference on Electronics and Renewable Systems, ICEARS 2026",10.1109/icears67481.2026.11416721,surrogate_esm_tier_a
Moon2025,Moon2025,doi,10.1016/j.cej.2025.166148,2025,Multi-objective optimization of hydrogen production based on integration of process-based modeling and machine learning,Chemical Engineering Journal,10.1016/j.cej.2025.166148,surrogate_esm_tier_a
Qian2025,Qian2025,doi,10.1016/j.enconman.2025.120416,2025,Optimizing energy supply superstructure for plastic waste gasification systems: minimizing life cycle environmental impacts with AI models,Energy Conversion and Management,10.1016/j.enconman.2025.120416,surrogate_esm_tier_a
Rashid2025,Rashid2025,doi,10.3390/forecast7040058,2025,Machine Learning Forecasting of Direct Solar Radiation: A Multi-Model Evaluation with Trigonometric Cyclical Encoding,Forecasting,10.3390/forecast7040058,surrogate_esm_tier_a
Zhou2026285,Zhou2026285,doi,10.18280/jesa.590125,2026,Accurate Modeling and Optimization of Stator Core Loss in Permanent Magnet Synchronous Motors,Journal Europeen des Systemes Automatises,10.18280/jesa.590125,surrogate_esm_tier_a
Jiang2026620,Jiang2026620,doi,10.13334/j.0258-8013.pcsee.241833,2026,Polynomial Chaos Expansion Approach for Approximating Security Region Boundary of Integrated Electricity-gas Energy Systems; [综合能源系统安全域边界近似的多项式混沌展开方法],Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering,10.13334/j.0258-8013.pcsee.241833,surrogate_esm_tier_a
Wu2026__3,Wu2026,doi,10.1016/j.ijepes.2025.111538,2026,Research on traffic energy scheduling based on photovoltaic forecasting using stacked ensemble learning,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2025.111538,surrogate_esm_tier_a
Zhai2025,Zhai2025,doi,10.1016/j.apenergy.2025.126687,2025,Interdependence modeling of wind farm frequency support feasible region: A non-iterative system-wide dynamic characteristics scheduling,Applied Energy,10.1016/j.apenergy.2025.126687,surrogate_esm_tier_a
He2026__2,He2026,doi,10.1016/j.renene.2025.124933,2026,Optimizing Co-pelletization of coal gasification slag and corn stalks for enhanced combustion performance and reduced CO/CO2 emissions,Renewable Energy,10.1016/j.renene.2025.124933,surrogate_esm_tier_a
Balachandran2026,Balachandran2026,doi,10.1002/ep.70357,2026,Reducing environmental footprint in power systems through high-performance epoxy–nanocarbon insulation,Environmental Progress and Sustainable Energy,10.1002/ep.70357,surrogate_esm_tier_a
Alzimami2026240,Alzimami2026240,doi,10.1007/978-3-032-11509-6_22,2026,Smart Home Energy Prediction Using Bayesian Hyper-Parameter Optimization of Gaussian Process Regression,Lecture Notes in Networks and Systems,10.1007/978-3-032-11509-6_22,surrogate_esm_tier_a
Zhang2026__2,Zhang2026,doi,10.1016/j.epsr.2026.112979,2026,GAT-Quantile-MLP-based surrogate model for joint chance-constrained OPF with topology and renewable uncertainties,Electric Power Systems Research,10.1016/j.epsr.2026.112979,surrogate_esm_tier_a
Thangavelu2026,Thangavelu2026,doi,10.1016/j.cep.2026.110697,2026,From response surface methodology to artificial intelligence: process intensification frameworks for sustainable bioethanol production,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2026.110697,surrogate_esm_tier_a
Zhou2025__2,Zhou2025,doi,10.3390/en18184804,2025,Multiple Stability Margin Indexes-Oriented Online Risk Evaluation and Adjustment of Power System Based on Digital Twin,Energies,10.3390/en18184804,surrogate_esm_tier_a
Sun2025,Sun2025,doi,10.3390/electronics14214309,2025,RBF Neural Network-Enhanced Adaptive Sliding Mode Control for VSG Systems with Multi-Parameter Optimization,Electronics (Switzerland),10.3390/electronics14214309,surrogate_esm_tier_a
Tan2026,Tan2026,doi,10.1016/j.apenergy.2025.126995,2026,"Gaussian processes in power systems: Techniques, applications, and future works",Applied Energy,10.1016/j.apenergy.2025.126995,surrogate_esm_tier_a
Ling2026,Ling2026,doi,10.1109/tpwrs.2026.3673265,2026,Dynamic Reserve Sizing with Statistically Feasible Guarantees: An Uncertainty-Adaptive Robust Optimization Framework,IEEE Transactions on Power Systems,10.1109/tpwrs.2026.3673265,surrogate_esm_tier_a
Adanta2025,Adanta2025,doi,10.1016/j.prime.2025.101127,2025,"Optimization of pico-scale Turgo turbines for rural electrification: Design, performance, and applications in decentralized energy systems","e-Prime - Advances in Electrical Engineering, Electronics and Energy",10.1016/j.prime.2025.101127,surrogate_esm_tier_a
Li2026__4,Li2026,doi,10.1016/j.ress.2025.111607,2026,A probabilistic framework for assessing and enhancing the resilience of power systems to typhoon hazards,Reliability Engineering and System Safety,10.1016/j.ress.2025.111607,surrogate_esm_tier_a
Boghetti2026,Boghetti2026,doi,10.1016/j.egyai.2026.100721,2026,Graph neural network-based surrogate modeling for fast and scalable simulations of meshed district heating networks,Energy and AI,10.1016/j.egyai.2026.100721,surrogate_esm_tier_a
Dharanikota2025,Dharanikota2025,doi,10.1007/s41939-025-01038-0,2025,Numerical investigation and optimization of unsteady convective nanofluid flow over a vertical surface with binary chemical reactions and activation energy using the Buongiorno framework,"Multiscale and Multidisciplinary Modeling, Experiments and Design",10.1007/s41939-025-01038-0,surrogate_esm_tier_a
Akhai2026199,Akhai2026199,doi,10.4018/979-8-2600-0434-0.ch007,2026,Artificial Intelligence Enhanced Taguchi-RSM Framework for Intelligent and Sustainable Optimization,AI-Driven Research Innovations in Computing and Information Science,10.4018/979-8-2600-0434-0.ch007,surrogate_esm_tier_a
Fang2026,Fang2026,doi,10.1016/j.suscom.2025.101289,2026,"Energy efficient unified computing framework for smart grids with AI-driven communication, supercomputing, and energy perception orchestration",Sustainable Computing: Informatics and Systems,10.1016/j.suscom.2025.101289,surrogate_esm_tier_a
Zhu2026__2,Zhu2026,doi,10.1016/j.engappai.2025.113312,2026,A cross-space collaborative differential evolution with knowledge transfer and dual-offspring expansion for high-dimensional expensive problems,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.113312,surrogate_esm_tier_a
Randall2025174,Randall2025174,doi,10.1016/j.ejor.2025.06.005,2025,Risk-averse contextual predictive maintenance and operations scheduling with flexible generation under wind energy uncertainty,European Journal of Operational Research,10.1016/j.ejor.2025.06.005,surrogate_esm_tier_a
Qiao20265293,Qiao20265293,doi,10.1109/tie.2025.3637402,2026,Design Considerations and Many-Objective Optimization of Synchronous Condenser Used for New Energy Power System Based on Electromagnetic-Thermal Constraints,IEEE Transactions on Industrial Electronics,10.1109/tie.2025.3637402,surrogate_esm_tier_a
Rey-Hernández2025,Rey-Hernández2025,doi,10.3390/app15179419,2025,A Predictive Approach for Energy Efficiency and Emission Reduction in University Campuses,Applied Sciences (Switzerland),10.3390/app15179419,surrogate_esm_tier_a
Afzal2026__2,Afzal2026,doi,10.1515/ntrev-2025-0261,2026,"Comparative RSM-based study of nano, hybrid, and ternary nanofluid heat transfer with Cattaneo–Christov flux in porous media",Nanotechnology Reviews,10.1515/ntrev-2025-0261,surrogate_esm_tier_a
Zhen2026,Zhen2026,doi,10.1016/j.applthermaleng.2026.130930,2026,Geothermal extraction performance of abandoned mines with roadway-goaf structures: coupled thermo-hydraulic simulation and techno-economic assessment,Applied Thermal Engineering,10.1016/j.applthermaleng.2026.130930,surrogate_esm_tier_a
Wang2025__2,Wang2025,doi,10.1016/j.energy.2025.138399,2025,Application of TabPFN model on the energy performance improvement of high-power multistage centrifugal pump,Energy,10.1016/j.energy.2025.138399,surrogate_esm_tier_a
Petrova2025,Petrova2025,doi,10.1016/j.applthermaleng.2025.127012,2025,Thermal interference in aquifer thermal energy storage: Insights from stochastic surrogate modelling of well placement,Applied Thermal Engineering,10.1016/j.applthermaleng.2025.127012,surrogate_esm_tier_a
Sivhugwana2025,Sivhugwana2025,doi,10.3390/en18184994,2025,Short-Term Forecasting of Unplanned Power Outages Using Machine Learning Algorithms: A Robust Feature Engineering Strategy Against Multicollinearity and Nonlinearity,Energies,10.3390/en18184994,surrogate_esm_tier_a
Zhao2025,Zhao2025,doi,10.1007/s40747-025-02105-2,2025,Surrogate-assisted large-scale expensive optimization enhanced by local exploitation,Complex and Intelligent Systems,10.1007/s40747-025-02105-2,surrogate_esm_tier_a
Cheng2026,Cheng2026,doi,10.1016/j.jclepro.2026.147826,2026,An integrated hot air-microwave drying strategy for lignite: Achieving enhanced efficiency and CO2 reduction potential,Journal of Cleaner Production,10.1016/j.jclepro.2026.147826,surrogate_esm_tier_a
Zhang2026__3,Zhang2026,doi,10.1016/j.eswa.2025.129760,2026,A physics-informed neural network surrogate model and many-objective optimization algorithm for coupled multi-energy systems in smart grids,Expert Systems with Applications,10.1016/j.eswa.2025.129760,surrogate_esm_tier_a
Bao2026,Bao2026,doi,10.1016/j.apenergy.2026.127793,2026,Modeling and multi-objective optimization of an Ammonia-hydrogen synergy power system,Applied Energy,10.1016/j.apenergy.2026.127793,surrogate_esm_tier_a
Xiang2025905,Xiang2025905,doi,10.1016/j.gloei.2025.10.003,2025,Real-time dispatch strategy for microgrid considering source‒load uncertainty: a tailored TD3 reinforcement learning approach,Global Energy Interconnection,10.1016/j.gloei.2025.10.003,surrogate_esm_tier_a
Jahanbin2026,Jahanbin2026,doi,10.1016/j.energy.2025.139775,2026,Multi-temporal forecasting framework for net-zero energy management in cold climates via synergistic hydrogen–battery storage shifting,Energy,10.1016/j.energy.2025.139775,surrogate_esm_tier_a
Olowu202664,Olowu202664,doi,10.1109/mias.2025.3621894,2026,Coordinated Voltage Control and Optimization of Distribution Feeders Using Gaussian Process Regression: Proposing A New Framework,IEEE Industry Applications Magazine,10.1109/mias.2025.3621894,surrogate_esm_tier_a
Song2026,Song2026,doi,10.1016/j.egyr.2026.109235,2026,Data-driven surrogate modeling and automatic PID tuning of hydropower governors for low-inertia power systems,Energy Reports,10.1016/j.egyr.2026.109235,surrogate_esm_tier_a
Witaszek2026,Witaszek2026,doi,10.3390/en19010113,2026,Biomethane Yield Modeling Based on Neural Network Approximation: RBF Approach,Energies,10.3390/en19010113,surrogate_esm_tier_a
Zhou2026__2,Zhou2026,doi,10.1016/j.enbuild.2025.116630,2026,"Phase change materials in energy-efficient buildings—from material selection, design to system application and assessment",Energy and Buildings,10.1016/j.enbuild.2025.116630,surrogate_esm_tier_a
Chen2025900,Chen2025900,doi,10.1007/s11804-025-00627-2,2025,Failure Modes and Reliability Analysis of Autonomous Underwater Vehicles–A Review,Journal of Marine Science and Application,10.1007/s11804-025-00627-2,surrogate_esm_tier_a
Kanani2026,Kanani2026,doi,10.1016/j.renene.2026.125801,2026,Design and optimization of an integrated vacuum fermentation and sustainable solar energy system for high-performance bioethanol production as a biofuel: Experimental and simulation study,Renewable Energy,10.1016/j.renene.2026.125801,surrogate_esm_tier_a
Prasad2026222,Prasad2026222,doi,10.1201/9781003735281-11,2026,Enhanced energy planning in Jammu and Kashmir through AI-driven solar power forecasting,Green Technology and Industry 4.0 for Sustainable Future,10.1201/9781003735281-11,surrogate_esm_tier_a
Lv2026,Lv2026,doi,10.1016/j.ijheatfluidflow.2025.110020,2026,Thermal analysis and performance optimization of supercritical carbon dioxide Brayton cycle based on ship waste heat,International Journal of Heat and Fluid Flow,10.1016/j.ijheatfluidflow.2025.110020,surrogate_esm_tier_a
Barbosa2026,Barbosa2026,doi,10.1016/j.renene.2025.125077,2026,Robust parameter optimization of a hybrid wind-solar photovoltaic system with battery energy storage,Renewable Energy,10.1016/j.renene.2025.125077,surrogate_esm_tier_a
